Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
Male,Loyal Customer,37,Business travel,Eco,369,4,4,4,4,4,5,4,4,3,5,4,5,4,4,0,0.0,satisfied
Male,Loyal Customer,38,Business travel,Business,3208,3,4,3,3,2,2,5,3,3,3,3,1,3,1,7,18.0,satisfied
Female,Loyal Customer,54,Business travel,Business,3007,2,2,2,2,5,4,5,4,4,4,4,3,4,5,0,0.0,satisfied
Female,Loyal Customer,35,Personal Travel,Eco,190,1,4,1,2,2,1,4,2,3,5,4,4,4,2,48,31.0,neutral or dissatisfied
Female,Loyal Customer,51,Business travel,Eco,581,2,2,2,2,5,4,3,2,2,2,2,2,2,1,0,1.0,satisfied
Female,Loyal Customer,55,Personal Travel,Eco Plus,1276,2,5,2,1,3,4,4,5,5,2,2,5,5,4,0,0.0,neutral or dissatisfied
Male,disloyal Customer,26,Business travel,Business,507,4,4,4,1,3,4,3,3,4,4,4,3,5,3,0,0.0,satisfied
Male,Loyal Customer,23,Business travel,Business,2004,2,3,3,3,2,2,2,2,4,5,4,4,3,2,52,46.0,neutral or dissatisfied
Female,Loyal Customer,59,Business travel,Business,2222,5,2,5,5,5,4,5,3,3,4,3,4,3,3,0,0.0,satisfied
Male,Loyal Customer,67,Personal Travel,Eco,771,1,4,1,2,2,1,2,2,5,5,5,5,5,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,44,Personal Travel,Eco,674,3,4,3,1,2,2,3,5,5,3,5,1,5,4,5,0.0,neutral or dissatisfied
Female,disloyal Customer,20,Business travel,Eco,672,1,1,1,2,4,1,2,4,4,5,4,5,4,4,3,0.0,neutral or dissatisfied
Male,Loyal Customer,65,Business travel,Business,2601,3,2,4,4,5,2,3,3,3,4,3,4,3,1,66,54.0,neutral or dissatisfied
Male,Loyal Customer,62,Personal Travel,Eco,585,3,5,3,2,3,3,3,3,3,5,4,3,4,3,39,32.0,neutral or dissatisfied
Male,Loyal Customer,56,Business travel,Business,1044,3,3,3,3,5,4,5,4,4,4,4,4,4,4,12,8.0,satisfied
Female,Loyal Customer,13,Personal Travel,Eco,401,2,5,2,1,5,2,5,5,4,4,4,5,5,5,0,11.0,neutral or dissatisfied
Female,disloyal Customer,23,Business travel,Eco,846,2,2,2,4,5,2,4,5,1,1,3,4,4,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,43,Business travel,Business,2419,5,5,5,5,2,4,5,4,4,4,4,5,4,4,1,1.0,satisfied
Male,disloyal Customer,25,Business travel,Business,247,2,4,2,4,3,2,3,3,5,3,5,4,5,3,6,0.0,neutral or dissatisfied
Male,Loyal Customer,23,Personal Travel,Eco,1416,4,4,4,1,4,4,4,4,3,2,5,4,5,4,0,11.0,neutral or dissatisfied
Female,Loyal Customer,70,Personal Travel,Eco,1379,3,3,3,3,2,4,3,2,2,3,2,1,2,1,49,38.0,neutral or dissatisfied
Male,Loyal Customer,34,Business travel,Business,3143,4,4,4,4,2,5,4,5,5,4,4,5,5,5,21,17.0,satisfied
Female,disloyal Customer,22,Business travel,Eco,1277,5,5,5,3,5,1,1,5,3,3,5,1,4,1,0,0.0,satisfied
Male,Loyal Customer,56,Business travel,Business,672,1,1,1,1,5,5,5,5,5,5,5,4,5,3,0,0.0,satisfied
Male,Loyal Customer,50,Business travel,Business,2352,3,3,2,3,4,4,5,5,5,5,5,3,5,5,31,27.0,satisfied
Male,disloyal Customer,33,Business travel,Eco,397,2,1,2,3,1,2,1,1,4,4,4,3,4,1,0,0.0,neutral or dissatisfied
Male,disloyal Customer,54,Business travel,Eco,1357,1,1,1,3,1,1,1,1,2,3,2,1,2,1,0,31.0,neutral or dissatisfied
Male,Loyal Customer,54,Personal Travel,Eco,436,0,4,0,4,4,0,4,4,3,5,4,5,5,4,20,19.0,satisfied
Male,Loyal Customer,30,Business travel,Business,448,2,2,2,2,5,5,5,5,4,4,4,5,4,5,90,97.0,satisfied
Male,Loyal Customer,26,Business travel,Business,2314,3,3,3,3,5,5,3,5,1,1,1,4,1,5,0,0.0,satisfied
Female,Loyal Customer,36,Business travel,Eco Plus,277,1,4,4,4,1,1,1,1,1,3,3,1,4,1,8,16.0,neutral or dissatisfied
Female,Loyal Customer,54,Personal Travel,Eco Plus,288,5,4,5,2,4,5,5,3,3,5,3,3,3,4,0,0.0,satisfied
Male,Loyal Customer,30,Business travel,Business,2115,0,0,0,2,5,5,5,5,3,4,4,4,5,5,2,0.0,satisfied
Male,Loyal Customer,44,Business travel,Eco,402,4,1,1,1,4,4,4,4,4,2,3,1,4,4,0,0.0,satisfied
Female,Loyal Customer,58,Business travel,Eco,679,2,1,1,1,4,3,3,3,3,2,3,2,3,1,77,60.0,neutral or dissatisfied
Male,disloyal Customer,75,Business travel,Eco,972,2,2,2,1,4,2,4,4,5,3,4,5,1,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,17,Business travel,Business,1303,2,2,2,2,5,5,5,5,3,3,5,5,5,5,0,0.0,satisfied
Female,Loyal Customer,42,Business travel,Business,767,4,4,4,4,3,2,2,4,4,4,4,4,4,2,12,15.0,neutral or dissatisfied
Female,Loyal Customer,49,Business travel,Business,1506,1,1,1,1,4,4,5,5,5,5,5,4,5,3,8,13.0,satisfied
Female,disloyal Customer,22,Business travel,Eco,420,4,4,4,5,1,4,1,1,4,3,5,5,5,1,0,0.0,satisfied
Male,Loyal Customer,39,Business travel,Eco,391,4,1,5,1,4,4,4,4,5,5,5,5,5,4,0,0.0,satisfied
Female,Loyal Customer,67,Personal Travel,Eco,936,3,5,3,2,2,4,3,2,2,3,2,3,2,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,50,Business travel,Business,1416,3,3,3,3,3,4,5,4,4,4,4,5,4,3,0,0.0,satisfied
Male,Loyal Customer,59,Business travel,Business,442,5,5,5,5,2,2,1,4,4,4,4,2,4,3,8,0.0,satisfied
Female,Loyal Customer,43,Business travel,Business,3923,1,3,3,3,3,2,2,4,4,4,1,2,4,3,7,8.0,neutral or dissatisfied
Female,Loyal Customer,58,Business travel,Business,1756,3,3,3,3,5,4,5,5,5,5,5,3,5,5,1,15.0,satisfied
Male,Loyal Customer,10,Personal Travel,Business,157,4,4,4,5,1,4,1,1,4,2,5,3,5,1,3,96.0,satisfied
Male,Loyal Customer,59,Business travel,Business,1805,2,2,2,2,5,4,5,5,5,5,5,4,5,5,0,0.0,satisfied
Male,disloyal Customer,35,Business travel,Business,2475,1,1,1,3,4,1,4,4,2,5,2,3,4,4,78,66.0,neutral or dissatisfied
Female,Loyal Customer,62,Personal Travel,Eco,369,3,4,3,2,4,3,4,3,3,3,3,1,3,5,5,7.0,neutral or dissatisfied
Female,Loyal Customer,24,Personal Travel,Eco Plus,460,2,5,2,1,2,2,2,2,5,4,4,3,5,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,30,Business travel,Eco Plus,1089,3,1,1,1,3,3,3,3,3,3,3,3,3,3,14,21.0,neutral or dissatisfied
Male,Loyal Customer,36,Business travel,Business,462,3,3,3,3,2,4,4,5,5,5,5,4,5,5,0,24.0,satisfied
Female,Loyal Customer,42,Business travel,Business,1086,4,4,5,4,5,4,4,4,4,4,4,4,4,4,0,0.0,satisfied
Male,disloyal Customer,21,Business travel,Eco,337,2,5,2,2,5,2,4,5,3,4,3,1,4,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,17,Personal Travel,Eco,2026,3,4,3,2,2,3,2,2,4,3,4,4,5,2,22,12.0,neutral or dissatisfied
Female,Loyal Customer,33,Business travel,Business,1674,3,1,3,3,1,5,2,5,5,5,5,1,5,5,0,12.0,satisfied
Female,Loyal Customer,51,Business travel,Business,2006,5,5,5,5,2,2,2,5,2,5,4,2,3,2,145,142.0,satisfied
Male,Loyal Customer,10,Personal Travel,Eco,2106,4,2,4,4,4,4,4,4,3,3,3,4,1,4,0,13.0,satisfied
Female,Loyal Customer,23,Business travel,Business,964,2,2,2,2,5,5,5,5,2,2,1,3,5,5,12,10.0,satisfied
Female,Loyal Customer,32,Business travel,Business,3970,5,5,5,5,5,5,5,5,4,3,4,5,5,5,10,15.0,satisfied
Female,Loyal Customer,61,Personal Travel,Business,872,3,3,3,3,4,3,2,5,5,3,5,3,5,1,0,0.0,neutral or dissatisfied
Male,Loyal Customer,45,Business travel,Business,3126,1,1,3,1,5,5,5,5,4,4,4,5,5,5,159,151.0,satisfied
Female,Loyal Customer,62,Business travel,Eco,1237,3,4,4,4,5,2,3,3,3,3,3,2,3,4,18,0.0,neutral or dissatisfied
Male,Loyal Customer,24,Personal Travel,Eco,1346,4,5,4,2,1,4,1,1,4,3,5,3,5,1,3,0.0,neutral or dissatisfied
Female,Loyal Customer,51,Business travel,Business,3559,0,0,0,2,3,4,5,4,4,4,4,3,4,5,12,17.0,satisfied
Female,Loyal Customer,71,Business travel,Business,3344,2,2,2,2,4,5,5,4,4,4,4,4,4,4,4,0.0,satisfied
Male,disloyal Customer,25,Business travel,Business,1521,5,0,5,1,5,5,5,4,3,4,5,5,4,5,241,241.0,satisfied
Male,disloyal Customer,23,Business travel,Eco,448,5,0,5,4,2,5,2,2,5,5,5,4,3,2,18,8.0,satisfied
Male,Loyal Customer,58,Business travel,Eco,605,5,4,4,4,5,5,5,5,1,1,1,3,3,5,0,0.0,satisfied
Female,disloyal Customer,29,Business travel,Eco,852,3,3,3,3,4,3,4,4,4,4,3,4,4,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,55,Business travel,Business,2773,3,3,3,3,5,5,4,5,5,5,5,5,5,3,37,28.0,satisfied
Male,Loyal Customer,26,Business travel,Business,762,3,5,5,5,3,3,3,3,4,5,2,2,2,3,0,7.0,neutral or dissatisfied
Male,Loyal Customer,55,Business travel,Eco Plus,109,3,3,3,3,3,3,3,3,2,2,3,3,3,3,0,0.0,satisfied
Female,Loyal Customer,40,Business travel,Business,1501,4,4,5,4,3,4,5,4,4,4,4,5,4,4,0,0.0,satisfied
Male,Loyal Customer,7,Personal Travel,Eco Plus,402,3,5,3,2,3,3,3,3,4,5,5,3,5,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,41,Business travel,Business,2153,3,3,3,3,2,4,4,4,4,4,4,5,4,3,0,0.0,satisfied
Male,Loyal Customer,39,Personal Travel,Eco,448,3,3,3,3,5,3,5,5,1,5,2,1,2,5,100,81.0,neutral or dissatisfied
Male,Loyal Customer,12,Personal Travel,Eco,577,0,3,0,4,3,3,3,3,2,1,3,4,4,3,0,0.0,satisfied
Male,Loyal Customer,40,Business travel,Eco,1182,3,5,5,5,3,4,3,3,5,3,5,5,1,3,11,5.0,satisfied
Female,Loyal Customer,45,Business travel,Eco,182,4,5,5,5,5,1,5,4,4,4,4,2,4,3,0,0.0,satisfied
Female,Loyal Customer,61,Personal Travel,Eco,1235,3,5,3,3,2,3,4,3,3,3,3,4,3,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,52,Business travel,Business,3515,3,3,3,3,3,4,4,4,4,4,4,5,4,5,0,0.0,satisfied
Male,Loyal Customer,69,Personal Travel,Eco,639,1,3,1,3,5,1,3,5,4,4,2,2,2,5,15,0.0,neutral or dissatisfied
Male,Loyal Customer,61,Personal Travel,Eco,606,2,4,2,3,3,2,1,3,3,3,5,4,5,3,0,33.0,neutral or dissatisfied
Male,Loyal Customer,25,Business travel,Business,406,3,5,2,5,3,3,3,3,3,5,3,2,2,3,0,18.0,neutral or dissatisfied
Male,Loyal Customer,55,Personal Travel,Eco,432,3,4,3,3,1,3,1,1,3,4,4,3,5,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,32,Business travel,Business,2861,3,3,3,3,5,5,4,5,1,5,5,1,5,5,0,4.0,satisfied
Male,disloyal Customer,21,Business travel,Business,451,4,5,4,3,5,4,5,5,5,2,5,4,4,5,22,38.0,satisfied
Male,Loyal Customer,56,Business travel,Eco,954,5,5,5,5,5,5,5,5,1,4,2,5,3,5,0,0.0,satisfied
Female,Loyal Customer,13,Personal Travel,Eco Plus,569,2,4,2,3,1,2,1,1,5,4,4,5,5,1,0,0.0,neutral or dissatisfied
Female,disloyal Customer,74,Business travel,Eco,858,2,2,2,4,2,1,1,1,3,3,3,1,1,1,0,37.0,neutral or dissatisfied
Female,disloyal Customer,23,Business travel,Eco,951,5,5,5,2,3,5,3,3,4,4,5,4,4,3,7,18.0,satisfied
Female,disloyal Customer,22,Business travel,Eco,679,2,2,2,3,4,2,4,4,5,1,5,4,2,4,0,0.0,neutral or dissatisfied
Female,disloyal Customer,27,Business travel,Business,602,2,2,2,3,4,2,4,4,3,2,4,4,5,4,116,93.0,neutral or dissatisfied
Male,Loyal Customer,58,Personal Travel,Eco,2342,2,1,2,2,2,4,4,4,3,2,2,4,4,4,0,7.0,neutral or dissatisfied
Female,Loyal Customer,40,Personal Travel,Eco Plus,261,2,4,0,3,4,0,4,4,5,3,3,4,5,4,0,0.0,neutral or dissatisfied
Male,disloyal Customer,23,Business travel,Eco,596,0,0,1,4,3,1,3,3,5,2,4,3,5,3,0,0.0,satisfied
Female,disloyal Customer,25,Business travel,Eco,591,4,0,3,5,3,3,3,3,2,3,4,2,5,3,0,0.0,satisfied
Male,Loyal Customer,64,Business travel,Eco,237,2,2,2,2,2,2,2,2,4,1,2,1,2,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,54,Business travel,Business,2607,5,5,4,5,3,4,5,4,4,4,4,3,4,3,0,2.0,satisfied
Male,disloyal Customer,25,Business travel,Eco,867,1,1,1,3,1,1,2,1,3,3,3,4,4,1,0,35.0,neutral or dissatisfied
Female,Loyal Customer,29,Personal Travel,Eco,1211,1,3,1,3,2,1,2,2,1,1,4,1,4,2,44,39.0,neutral or dissatisfied
Male,Loyal Customer,20,Business travel,Business,3372,3,3,3,3,5,5,5,5,4,4,3,1,1,5,5,0.0,satisfied
Male,disloyal Customer,24,Business travel,Eco,1334,2,2,2,3,2,3,3,5,3,5,4,3,3,3,40,19.0,neutral or dissatisfied
Female,disloyal Customer,40,Business travel,Business,239,2,2,2,5,4,2,4,4,3,4,4,3,5,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,40,Personal Travel,Eco,678,3,4,3,2,1,3,1,1,4,5,5,3,4,1,32,27.0,neutral or dissatisfied
Male,Loyal Customer,16,Personal Travel,Eco,787,2,4,2,2,2,2,2,2,3,3,1,4,2,2,9,11.0,neutral or dissatisfied
Female,Loyal Customer,41,Business travel,Business,1379,4,5,5,5,4,2,3,4,4,4,4,3,4,2,24,31.0,neutral or dissatisfied
Female,Loyal Customer,23,Personal Travel,Eco,955,2,3,2,3,2,2,2,2,1,3,3,4,4,2,4,0.0,neutral or dissatisfied
Male,Loyal Customer,49,Business travel,Business,3805,3,2,2,2,4,4,3,3,3,4,3,1,3,2,10,0.0,neutral or dissatisfied
Female,Loyal Customer,24,Personal Travel,Eco,95,4,5,4,4,2,4,2,2,5,4,5,4,4,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,47,Personal Travel,Eco,391,1,4,1,2,5,5,4,2,2,1,2,5,2,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,45,Business travel,Business,2521,2,2,2,2,3,3,5,4,4,4,4,4,4,4,20,10.0,satisfied
Female,Loyal Customer,31,Business travel,Business,1813,2,4,4,4,2,2,2,2,3,1,4,1,4,2,0,3.0,neutral or dissatisfied
Male,disloyal Customer,20,Business travel,Business,836,0,4,0,2,1,0,5,1,3,3,4,5,5,1,0,0.0,satisfied
Female,Loyal Customer,36,Business travel,Business,1504,3,3,3,3,5,5,4,4,4,4,4,5,4,3,0,5.0,satisfied
Male,Loyal Customer,51,Business travel,Eco Plus,308,3,3,3,3,3,3,3,3,2,1,4,3,4,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,57,Business travel,Business,1514,2,2,2,2,4,5,5,4,4,4,4,5,4,5,6,0.0,satisfied
Male,Loyal Customer,38,Business travel,Eco Plus,788,5,1,1,1,4,5,5,5,1,3,3,5,5,5,0,10.0,satisfied
Female,Loyal Customer,32,Business travel,Business,1533,4,4,4,4,4,4,4,4,3,3,1,4,3,4,0,0.0,satisfied
Male,Loyal Customer,55,Business travel,Business,1188,1,1,1,1,3,5,5,5,5,5,5,4,5,4,0,0.0,satisfied
Female,Loyal Customer,46,Personal Travel,Eco,170,1,5,1,2,2,5,4,4,4,1,4,3,4,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,45,Personal Travel,Eco,460,3,4,3,5,5,3,5,5,3,3,5,3,4,5,6,0.0,neutral or dissatisfied
Female,Loyal Customer,55,Business travel,Business,2139,2,2,2,2,5,5,4,4,4,4,4,5,4,5,27,12.0,satisfied
Female,Loyal Customer,25,Personal Travel,Eco,522,4,5,4,5,1,4,1,1,3,5,4,5,5,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,42,Business travel,Business,308,2,2,2,2,1,2,1,5,5,5,5,1,5,3,0,0.0,satisfied
Male,Loyal Customer,59,Personal Travel,Eco,143,2,2,0,3,2,0,2,2,4,3,3,1,4,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,56,Personal Travel,Eco,853,2,5,2,3,4,5,4,2,2,2,2,5,2,5,2,0.0,neutral or dissatisfied
Male,Loyal Customer,50,Business travel,Eco Plus,689,1,0,0,3,3,1,1,3,2,3,4,1,4,3,24,13.0,neutral or dissatisfied
Female,Loyal Customer,55,Business travel,Business,2883,2,2,2,2,3,5,5,4,4,4,4,5,4,3,4,1.0,satisfied
Female,Loyal Customer,33,Business travel,Eco Plus,216,2,3,3,3,2,2,2,2,4,5,3,4,4,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,40,Business travel,Business,861,5,5,5,5,3,5,5,5,5,5,5,4,5,4,0,0.0,satisfied
Male,disloyal Customer,25,Business travel,Eco,896,1,1,1,1,3,1,5,3,4,5,5,3,1,3,4,10.0,neutral or dissatisfied
Male,Loyal Customer,79,Business travel,Eco,163,2,3,3,3,3,2,3,3,4,4,3,3,3,3,0,0.0,neutral or dissatisfied
Male,disloyal Customer,55,Business travel,Business,1390,5,5,5,4,2,5,4,2,3,2,5,3,5,2,31,28.0,satisfied
Male,Loyal Customer,12,Personal Travel,Eco,1046,2,5,2,2,5,2,5,5,4,5,4,5,4,5,37,24.0,neutral or dissatisfied
Male,Loyal Customer,48,Business travel,Business,229,5,5,5,5,5,4,5,4,4,4,4,5,4,3,24,5.0,satisfied
Male,Loyal Customer,41,Personal Travel,Eco,438,1,2,4,3,2,4,2,2,3,5,4,2,4,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,64,Personal Travel,Eco,679,1,4,1,3,2,1,2,2,1,3,1,5,3,2,1,0.0,neutral or dissatisfied
Male,Loyal Customer,54,Business travel,Eco Plus,1773,4,5,1,1,4,4,4,4,2,4,3,2,3,4,5,11.0,neutral or dissatisfied
Male,Loyal Customer,48,Business travel,Business,1023,1,3,1,1,3,4,5,5,5,5,5,5,5,5,8,1.0,satisfied
Female,Loyal Customer,52,Business travel,Eco,529,1,2,5,2,3,3,2,1,1,1,1,2,1,1,0,0.0,neutral or dissatisfied
Male,disloyal Customer,34,Business travel,Eco,459,2,3,3,4,2,3,2,2,1,3,1,5,4,2,0,0.0,neutral or dissatisfied
Male,disloyal Customer,36,Business travel,Eco,110,1,0,2,2,3,2,3,3,5,2,5,4,5,3,0,5.0,neutral or dissatisfied
Male,Loyal Customer,30,Business travel,Business,2628,3,5,5,5,2,2,3,2,2,2,3,2,3,2,41,40.0,neutral or dissatisfied
Male,Loyal Customer,46,Business travel,Business,1947,3,3,5,3,5,4,5,5,5,5,5,4,5,4,23,18.0,satisfied
Female,Loyal Customer,58,Personal Travel,Eco,1874,2,1,1,4,1,4,3,5,5,1,5,2,5,2,0,12.0,neutral or dissatisfied
Male,Loyal Customer,47,Business travel,Business,2278,5,5,5,5,2,5,4,5,5,5,5,4,5,3,11,5.0,satisfied
Female,Loyal Customer,27,Personal Travel,Eco,642,4,2,4,3,3,4,3,3,2,4,2,3,2,3,0,0.0,satisfied
Female,Loyal Customer,38,Business travel,Business,451,3,3,3,3,2,4,5,5,5,5,5,5,5,3,21,11.0,satisfied
Female,disloyal Customer,21,Business travel,Business,639,3,3,3,4,4,3,4,4,4,2,4,1,4,4,39,16.0,neutral or dissatisfied
Female,Loyal Customer,30,Business travel,Business,2199,1,1,4,1,5,5,5,5,2,3,3,3,3,5,0,0.0,satisfied
Male,disloyal Customer,17,Business travel,Eco,429,4,0,3,5,2,3,4,2,1,3,1,2,2,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,58,Business travel,Eco,1017,1,4,4,4,1,1,1,1,4,1,3,1,4,1,19,0.0,neutral or dissatisfied
Male,disloyal Customer,45,Business travel,Eco,1041,4,4,4,4,5,4,5,5,3,1,3,4,4,5,2,0.0,neutral or dissatisfied
Male,Loyal Customer,34,Business travel,Business,3684,5,5,3,5,4,5,4,4,4,4,4,3,4,3,4,5.0,satisfied
Female,disloyal Customer,38,Business travel,Business,1514,5,5,5,4,3,5,3,3,5,3,5,3,5,3,0,1.0,satisfied
Male,Loyal Customer,40,Business travel,Business,1905,1,2,2,2,5,2,2,1,1,1,1,4,1,2,10,14.0,neutral or dissatisfied
Female,Loyal Customer,24,Business travel,Business,1491,2,2,4,2,2,2,2,2,3,1,4,1,4,2,15,13.0,neutral or dissatisfied
Female,Loyal Customer,45,Business travel,Business,2800,2,2,2,2,2,4,4,4,4,4,4,4,4,5,71,65.0,satisfied
Female,disloyal Customer,24,Business travel,Eco,1062,5,5,5,5,5,5,5,5,3,5,5,5,5,5,0,7.0,satisfied
Female,Loyal Customer,30,Business travel,Eco,1237,4,3,3,3,4,4,4,4,2,3,2,1,3,4,0,0.0,satisfied
Male,Loyal Customer,51,Business travel,Eco,632,2,3,3,3,2,2,2,2,2,5,4,3,3,2,0,32.0,neutral or dissatisfied
Female,Loyal Customer,39,Business travel,Business,2727,5,5,5,5,3,3,3,5,5,5,3,4,5,4,0,0.0,satisfied
Male,Loyal Customer,58,Business travel,Business,967,2,5,5,5,3,3,3,2,2,2,2,2,2,4,47,47.0,neutral or dissatisfied
Female,disloyal Customer,21,Business travel,Eco,802,4,4,4,3,1,4,3,1,5,5,5,5,4,1,0,0.0,satisfied
Female,Loyal Customer,47,Business travel,Business,2193,4,4,4,4,2,5,5,4,4,4,4,5,4,5,0,0.0,satisfied
Female,Loyal Customer,51,Business travel,Business,190,3,2,2,2,5,2,3,3,3,3,3,2,3,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,33,Business travel,Business,3789,4,3,5,3,4,4,4,4,4,3,4,3,4,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,21,Personal Travel,Eco,323,3,4,2,3,1,2,4,1,2,3,4,1,4,1,0,28.0,neutral or dissatisfied
Male,disloyal Customer,50,Business travel,Business,473,3,3,3,3,1,3,1,1,3,4,4,5,4,1,5,0.0,neutral or dissatisfied
Male,Loyal Customer,27,Business travel,Business,2133,3,3,3,3,5,5,5,5,4,5,4,5,5,5,0,0.0,satisfied
Female,Loyal Customer,57,Business travel,Business,2614,2,2,2,2,5,4,5,4,4,4,4,5,4,3,92,63.0,satisfied
Female,Loyal Customer,38,Business travel,Business,2552,5,5,5,5,4,4,5,3,3,3,3,5,3,5,0,0.0,satisfied
Male,disloyal Customer,11,Business travel,Eco,867,2,2,2,1,4,2,4,4,5,5,5,4,4,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,22,Business travel,Business,2110,5,5,5,5,3,3,3,3,5,3,3,3,5,3,43,34.0,satisfied
Male,Loyal Customer,45,Business travel,Business,2451,1,1,1,1,5,1,3,2,2,2,2,5,2,3,3,0.0,satisfied
Male,Loyal Customer,42,Business travel,Business,141,1,1,2,1,2,1,2,4,4,4,4,3,4,1,5,10.0,satisfied
Male,disloyal Customer,27,Business travel,Business,197,2,3,3,5,4,3,4,4,4,5,4,3,4,4,13,9.0,neutral or dissatisfied
Female,Loyal Customer,48,Business travel,Business,1021,1,1,1,1,5,4,4,5,5,5,5,3,5,4,0,0.0,satisfied
Male,Loyal Customer,54,Business travel,Business,2422,1,1,1,1,4,4,4,4,4,4,4,4,4,3,0,0.0,satisfied
Male,Loyal Customer,36,Personal Travel,Eco,539,4,4,4,2,5,4,5,5,3,4,4,4,5,5,0,0.0,neutral or dissatisfied
Female,disloyal Customer,19,Business travel,Eco,817,5,5,5,2,3,5,3,3,2,3,1,2,4,3,6,6.0,satisfied
Male,Loyal Customer,34,Business travel,Business,1846,3,2,2,2,1,3,4,3,3,3,3,1,3,1,49,31.0,neutral or dissatisfied
Male,Loyal Customer,40,Business travel,Eco,571,3,1,1,1,3,2,3,3,4,3,3,4,3,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,59,Business travel,Business,813,3,3,3,3,5,4,5,4,4,5,4,3,4,4,43,37.0,satisfied
Female,Loyal Customer,65,Personal Travel,Eco,1635,1,5,1,3,3,5,5,3,3,1,3,4,3,4,1,27.0,neutral or dissatisfied
Female,Loyal Customer,40,Personal Travel,Business,674,4,5,4,3,2,5,4,2,2,4,2,3,2,5,0,0.0,neutral or dissatisfied
Male,disloyal Customer,14,Business travel,Business,3904,2,4,3,4,3,5,5,4,5,4,4,5,1,5,9,12.0,neutral or dissatisfied
Female,Loyal Customer,54,Business travel,Business,1235,4,4,4,4,3,4,4,4,4,5,4,5,4,4,0,0.0,satisfied
Male,disloyal Customer,27,Business travel,Business,1464,2,2,2,4,2,2,2,2,3,5,4,4,5,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,43,Business travel,Business,2798,5,5,5,5,2,5,5,5,5,5,5,5,5,2,38,24.0,satisfied
Female,Loyal Customer,21,Business travel,Business,650,1,1,1,1,4,5,4,4,3,4,5,3,5,4,0,0.0,satisfied
Male,Loyal Customer,46,Personal Travel,Eco,631,1,4,1,1,3,1,3,3,3,4,5,4,4,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,61,Personal Travel,Eco,199,3,5,3,2,5,3,5,5,5,3,5,3,2,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,50,Business travel,Business,2153,1,1,1,1,4,4,4,4,4,5,4,4,4,5,6,0.0,satisfied
Female,Loyal Customer,30,Business travel,Business,1589,2,2,2,2,4,4,4,4,3,4,3,3,4,4,0,0.0,satisfied
Female,disloyal Customer,27,Business travel,Eco,874,1,1,1,4,5,1,5,5,1,4,3,2,4,5,27,15.0,neutral or dissatisfied
Male,disloyal Customer,30,Business travel,Eco,253,3,5,3,3,1,3,1,1,5,5,1,4,1,1,0,0.0,neutral or dissatisfied
Female,disloyal Customer,35,Business travel,Eco,2153,1,2,2,3,1,2,2,1,3,1,3,2,2,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,39,Business travel,Business,1930,2,2,2,2,2,5,5,4,4,3,4,4,4,3,0,0.0,satisfied
Female,disloyal Customer,20,Business travel,Business,909,4,0,4,4,5,4,5,5,5,3,4,4,4,5,31,1.0,satisfied
Female,Loyal Customer,11,Personal Travel,Eco,239,4,2,4,3,5,4,5,5,1,1,4,4,4,5,22,18.0,neutral or dissatisfied
Female,disloyal Customer,31,Business travel,Eco,1061,1,1,1,4,4,1,4,4,1,4,4,1,3,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,29,Business travel,Eco Plus,2446,4,4,4,4,4,4,4,1,4,3,3,4,4,4,0,4.0,satisfied
Female,Loyal Customer,48,Business travel,Eco,214,2,2,5,2,4,3,3,2,2,2,2,4,2,1,0,0.0,neutral or dissatisfied
